,who,what,where,when,why,how,text
4028,0,0,0,0,0,"deaths probably three times higher than records show , say","Covid deaths probably three times higher than records show, say researchers"
4029,UK Conservative peer Lord Barker,resigns from Russian oligarch firm,0,0,0,from Russian oligarch - linked firm EN + .,UK Conservative peer Lord Barker resigns from Russian oligarch-linked firm EN+
4030,Germany isnt sending weapons to Ukraine,.,0,0,Germany isnt,0,Why Germany isnt sending weapons to Ukraine
4031,Sauti Sol singer Chimano,hailed in Kenya for coming out as gay,0,0,0,as gay,Sauti Sol singer Chimano hailed in Kenya for coming out as gay
4032,0,0,0,0,0,face big bill increases .,Virgin Media and O2 users face big bill increases
4033,White House,names,0,0,0,first black press secretary .,White House names first black press secretary
4034,Cameron Norrie,wins Indian Wells title,0,0,Cameron Norrie,wins Indian Wells title with victory over Nikoloz Basilashvili .,Cameron Norrie wins Indian Wells title with victory over Nikoloz Basilashvili
4035,Il Divo singer Carlos Marin,dies aged 53,0,0,0,dies aged 53 .,Il Divo singer Carlos Marin dies aged 53
4036,Newcastle United,:,0,0,0,takeover controversial ?,Newcastle United: Why is Saudi Arabia-led takeover controversial?
4037,0,0,0,0,0,How serious is the threat to US flights ?,5G phones: How serious is the threat to US flights?
4038,close encounter with two curious whales,.,0,0,0,Kayakers close encounter with two curious whales .,Kayakers close encounter with two curious whales
4039,Afghanistan,:,0,0,0,Pakistan,Afghanistan: What rise of Taliban means for Pakistan
4040,0,0,0,0,0,Australian man charged over abduction of four - year -,Australian man charged over abduction of four-year-old Cleo Smith
4041,0,0,0,0,0,of environmental activists murdered .,Record number of environmental activists murdered
4042,Air India plane,stuck under bridge in viral video,0,0,0,in viral video .,Air India plane stuck under bridge in viral video
4043,0,0,0,0,0,Mexican actress shot dead while waiting for son .,Tania Mendoza: Mexican actress shot dead while waiting for son
4044,0,0,0,0,0,- male membership Royal Dublin Golf Club votes for gender,All-male membership Royal Dublin Golf Club votes for gender equality
4045,me,off drink and drugs,0,0,0,0,The village that got me off drink and drugs
4046,0,0,0,0,0,pursuing Russian oligarchs say no place to hide .,US officials pursuing Russian oligarchs say no place to hide
4047,couple,will always be tainted,0,0,0,on alleged IVF swap : Our memories of childbirth will,US couple on alleged IVF swap: Our memories of childbirth will always be tainted
4048,0,0,0,0,Nigerian super cop,Nigerian super cop arrested in drug cartel case .,Nigerian super cop arrested in drug cartel case
4049,0,0,0,0,0,0,Instagram: A blessing or a curse?
4050,0,0,0,0,0,the lost Bitcoin billions,The hackers hunting for the lost Bitcoin billions
4051,Pope Francis,apologises for Canada residential school harms,0,0,Pope Francis,Canada residential school harms .,Pope Francis apologises for Canada residential school harms
4052,Donald Trump investigation,reveals new details,0,0,0,reveals new details of alleged fraud .,Donald Trump investigation reveals new details of alleged fraud
4053,my wife and eldest child,had their legs,0,0,It,"a direct hit into the living room , my wife","It was a direct hit into the living room, my wife and eldest child had their legs broken open 

Ukraine resident says he is searching for his family after missile hit his apartment block"
4054,North Korea,confirms successful submarine missile test,0,0,0,confirms successful submarine - launched missile test .,North Korea confirms successful submarine-launched missile test
4055,"Hundreds of Ukrainian fighters , trapped for more than two months in Mariupols Azovstal steelworks ,",evacuated,0,0,0,"of Ukrainian fighters , trapped for more than two months","Hundreds of Ukrainian fighters, trapped for more than two months in Mariupols Azovstal steelworks, evacuated"
4056,0,0,0,0,Lawmakers,allege secret CIA spying on unwitting Americans .,Lawmakers allege secret CIA spying on unwitting Americans
4057,0,0,0,0,0,Eight dead as private jet hits building .,Milan plane crash: Eight dead as private jet hits building
4058,World Bank,warns of human catastrophe food crisis,0,0,World Bank,of human catastrophe food crisis arising from war in Ukraine,World Bank warns of human catastrophe food crisis arising from war in Ukraine
4059,0,0,0,0,British entrepreneur,British entrepreneur sells company to Twitter .,British entrepreneur sells company to Twitter
4060,Omicron,"will push Europe , says WHO",Europe,0,0,0,"Omicron will push Europe towards brink, says WHO"
4061,Michelle Wu,makes history as first Asian American woman elected as Boston mayor,0,0,0,first Asian American woman elected as Boston mayor .,Michelle Wu makes history as first Asian American woman elected as Boston mayor
4062,0,0,0,0,0,stay safe - and still welcoming .,Texas synagogue: How synagogues stay safe - and still welcoming
4063,0,0,0,0,0,setting fire to car to intimidate witness in R. Kellys,Man jailed for setting fire to car to intimidate witness in R. Kellys trial
4064,0,0,0,this week,0,0,ICYMI: Taxi gardens and Egypts pharaohs on a pencil and other stories you may have missed this week
4065,I,survived,0,0,I,says South African kidnapping survivor .,"I survived but part of me died that day, says South African kidnapping survivor"
4066,Canadas conservatives,oust party leader Erin OToole,0,0,Canadas conservatives,0,Canadas conservatives oust party leader Erin OToole
4067,0,0,0,0,0,0,Divers body washes up near $14m cocaine haul in Australia
4068,Ukraines President Zelensky,fears worst atrocities,0,0,0,fears worst atrocities still to be found .,Ukraines President Zelensky fears worst atrocities still to be found
4069,0,0,0,0,0,"at higher risk of asthma attacks than men , charity","Women at higher risk of asthma attacks than men, charity says"
4070,0,0,0,0,US airlines,for domestic and some international flights as US judge throws,US airlines drop mask rules for domestic and some international flights as US judge throws out mandate on planes and trains
4071,Vladimir Putin,can not remain in power,0,0,Vladimir Putin,0,"Vladimir Putin cannot remain in power, says US President Biden"
4072,Royal Mail,wants fleet of 500 drones,0,0,0,to remote UK communities .,Royal Mail wants fleet of 500 drones to carry mail to remote UK communities
4073,police in Australia,found missing four - year Cleo Smith,0,0,0,0,How police in Australia found missing four-year-old Cleo Smith
4074,Trudeau,visits First Nation,0,0,Trudeau,holiday snub,Trudeau visits First Nation to apologise after holiday snub
4075,0,0,International Space Station,0,Four astronauts,- private mission to International Space Station .,Four astronauts left Earth on first all-private mission to International Space Station
4076,0,0,Ukraines,0,0,0,"Air raid sirens sound in Ukraines capital Kyiv

Follow todays live coverage of Russias invasion of Ukraine here"
4077,0,0,0,0,0,consumption wanes,South Koreas president mulls dog meat ban as consumption wanes
4078,0,0,0,0,US,0,US surpasses one million deaths to Covid-19
4079,0,0,0,0,0,murdered teacher Ashling Murphy,Thousands gather in Ireland and UK for murdered teacher Ashling Murphy
4080,Scott Sibley named as first Briton,confirmed killed in Ukraine since the invasion,0,0,Scott Sibley named as first Briton,the invasion,Scott Sibley named as first Briton confirmed killed in Ukraine since the invasion
4081,0,0,0,0,0,be new normal for Med .,Greeks fear megafires could be new normal for Med
4082,Subsea internet cables,could help detect earthquakes,0,0,Subsea internet cables,0,Subsea internet cables could help detect earthquakes
4083,0,0,0,0,0,India Covid cases surge,Curfew in Delhi as India Covid cases surge
4084,The man who put Irish music on the map,.,0,0,0,put Irish music on the map .,Paddy Moloney: The man who put Irish music on the map
4085,Irelands Central Bank,expects countrys,0,0,0,countrys domestic economy to recover by end of 2021 .,Irelands Central Bank expects countrys domestic economy to recover by end of 2021
4086,US President Joe Biden,labels Russias Vladimir Putin and calls for him to face trial,Bucha,0,0,"him to face trial over killings in Bucha , Ukraine","US President Joe Biden labels Russias Vladimir Putin a war criminal and calls for him to face trial over killings in Bucha, Ukraine"
4087,Developers,"plan apartment hotel , flats and houses",St Helier,0,Developers,0,"Developers plan apartment hotel, flats and houses in St Helier"
4088,Ottawa police chief,resigns amid anti-mandate protests,0,0,0,amid anti-mandate protests in Canada .,Ottawa police chief resigns amid anti-mandate protests in Canada
4089,Novak Djokovic,set to play in Australian Open despite visa uncertainty,0,0,Novak Djokovic,in Australian Open despite visa uncertainty .,Novak Djokovic set to play in Australian Open despite visa uncertainty
4090,Paris residents,alarmed by air force drill on 9/11 anniversary,0,0,Paris residents,0,Paris residents alarmed by air force drill on 9/11 anniversary
4091,an EU ban on Russian oil,have,0,0,0,on Russian oil have ?,"What impact would an EU ban on Russian oil have?

Follow the latest"
4092,0,0,0,0,soldiers,0,Why soldiers have overthrown Burkina Faso President Roch Kaboré
4093,Her Majestys journey through Africa,.,Africa,0,0,0,Queens Jubilee: Her Majestys journey through Africa
4094,West,was ready for Russian invasion,0,0,0,"was ready for Russian invasion of Ukraine , says Biden","West was ready for Russian invasion of Ukraine, says Biden"
4095,0,0,Lampedusa,0,0,"Almost 300 people , including women and children , rescued","Almost 300 people, including women and children, rescued from migrant boat off Italian island of Lampedusa"
4096,0,0,0,0,Indian actor,Indian actor apologises to Saina Nehwal for sexist tweet .,Indian actor apologises to Saina Nehwal for sexist tweet
4097,The couple,married for 91 years and still in love,0,0,0,and still in love .,The couple married for 91 years and still in love
4098,brewing in Narendra Modis Bharatiya Janata Party,?,0,0,0,0,Is a rebellion brewing in Narendra Modis Bharatiya Janata Party?
4099,I,knew no longer,0,0,0,"no longer exists , writes @BBCSteveR .","The Russia I knew no longer exists, writes @BBCSteveR"
4100,Zoe Covid - tracking app,loses government funding,0,0,Zoe Covid - tracking app,0,Zoe Covid-tracking app loses government funding
4101,US Speaker of the House Nancy Pelosi,tests positive for Covid,0,0,0,tests positive for Covid .,US Speaker of the House Nancy Pelosi tests positive for Covid
4102,Joe Biden,a ribbing,0,0,0,0,Timed Teaser: Who gave Joe Biden a ribbing?
4103,0,0,0,0,Canadian teen Leylah Fernandezs,Canadian teen Leylah Fernandezs long shot bid for US Open,Canadian teen Leylah Fernandezs long shot bid for US Open glory
4104,Russia,attack Ukraines,0,0,Russia,Ukraines new front lines ?,How will Russia attack Ukraines new front lines?
4105,Indian actor arrested for tweet on Karnataka hijab row judge,.,Karnataka,0,Indian actor,Indian actor arrested for tweet on Karnataka hijab row,Chetan Kumar: Indian actor arrested for tweet on Karnataka hijab row judge
4106,"the outskirts of the Ukrainian capital , Kyiv",Follow the latest,West,0,Russia,of unpredictable consequences and new strikes hit the outskirts of,"Russia warns West of unpredictable consequences and new strikes hit the outskirts of the Ukrainian capital, Kyiv

Follow the latest ⬇️"
4107,0,0,0,0,0,French school bus experiment brings hope to Toulouse estates .,French school bus experiment brings hope to Toulouse estates
4108,0,0,0,0,0,are still cutting down trees ?,Which countries are still cutting down trees?
4109,Spain skies,turn orange after Saharan dust cloud,0,0,Spain skies,turn orange after Saharan dust cloud sweeps over country .,Spain skies turn orange after Saharan dust cloud sweeps over country
4110,R. Kelly,has been found guilty of sexually abusing women and children makers,0,0,R. Kelly,found guilty of sexually abusing women and children over two,"R. Kelly has been found guilty of sexually abusing women and children over two decades

BBC 5 Minutes On looks at a documentary makers search for the truth about the singer"
