,who,what,where,when,why,how,text
5060,The Breakdown | World Rugby awards snub,is the latest sore point,0,0,0,the latest sore point for South Africa .,The Breakdown | World Rugby awards snub is the latest sore point for South Africa
5061,"airlines unprepared for international travel , Rural Network launches , spooky doll hour",.,0,0,0,"airlines unprepared for international travel , Rural Network launches ,","Morning mail: airlines unprepared for international travel, Rural Network launches, spooky doll hour"
5062,CBSO / Gražinytė - Tyla review – assured Bruckner and arresting Tchaikovsky,mark the end,0,0,Tchaikovsky,0,CBSO/Gražinytė-Tyla review – assured Bruckner and arresting Tchaikovsky mark the end of a Birmingham era
5063,Tesla drivers,can play video games,0,0,0,0,US investigates claim Tesla drivers can play video games while driving
5064,0,0,0,0,Optimism,are right for a good year for business .,Optimism is waning but conditions are right for a good year for business
5065,Ukraine refugees,criticised,0,0,0,Ukraine refugees criticised ?,Why are Home Office plans for Ukraine refugees criticised?
5066,Two pioneering overdose prevention centers in New York,are saving lives,0,0,Two pioneering overdose prevention centers in New York,0,Two pioneering overdose prevention centers in New York are saving lives
5067,The 10 best games,on Xbox Series S,0,0,0,10 best games on Xbox Series S / X. .,The 10 best games on Xbox Series S/X
5068,Romelu Lukaku,watches from the margins as Chelsea,0,0,0,0,Romelu Lukaku watches from the margins as Chelsea dismantle Lille
5069,A lifetime waiting for this day ’ : crowds,celebrate historic Sinn Féin victory,0,this day,0,celebrate historic Sinn Féin victory .,A lifetime waiting for this day’: crowds celebrate historic Sinn Féin victory
5070,Ivanka Trump,to testify before panel investigating Capitol attack,0,0,0,0,Ivanka Trump to testify before panel investigating Capitol attack
5071,Gandhi,in heels,0,0,0,the wrong note .,Gandhi in heels? Maria Callas statue hits the wrong note
5072,UK ’s growing army of night workers,need rest centres,0,0,0,sanctuary,UK’s growing army of night workers need rest centres’ for sanctuary
5073,The Guardian view,on Covid in 2022,0,new year,0,", old pandemic | Editorial .","The Guardian view on Covid in 2022: new year, old pandemic | Editorial"
5074,I,’d carry the misery,0,0,I,misery around with me all day ’ : Sissy Spacek,"I’d carry the misery around with me all day’: Sissy Spacek on acting, grief and her sci-fi debut at 72"
5075,0,0,0,0,Players,target new pay deal after NRL claim big win in,Players target new pay deal after NRL claim big win in free-to-air Nine deal
5076,John McDonnell and Diane Abbott,pull out of Stop the War rally,0,0,John McDonnell and Diane Abbott,0,John McDonnell and Diane Abbott pull out of Stop the War rally
5077,0,0,0,0,0,"Russian warship , go … ! ’","Russian warship, go …!’: Ukrainians queue for stamp celebrating act of defiance"
5078,2021 - 22 : in pictures,.,0,0,0,0,Ashes squads 2021-22: in pictures
5079,Biden signs cryptocurrency order,to examine risks,0,0,0,popularity rises,Biden signs cryptocurrency order to examine risks as popularity rises
5080,Black History Month,launches in UK to be ’ campaign,0,0,0,with proud to be ’ campaign .,Black History Month launches in UK with proud to be’ campaign
5081,You,do n’t need to be funny,0,0,0,do n’t need to be funny ! ’,You don’t need to be funny!’: the art of performing standup in sign language
5082,my,have blighted my sex life,0,0,racist myths,a rich couple … racist myths have blighted my sex,From being called an experiment’ to being propositioned by a rich couple… racist myths have blighted my sex life
5083,IMF,finds,0,0,Fossil fuel industry,0,"Fossil fuel industry gets subsidies of $11m a minute, IMF finds"
5084,Sweden ’s first female prime minister,resigns after less than 12 hours,0,0,0,first female prime minister resigns after less than 12 hours,Sweden’s first female prime minister resigns after less than 12 hours
5085,UK,must spend on home insulation and heat pumps,0,0,UK,0,"UK must spend on home insulation and heat pumps, ministers told"
5086,The week in audio : Sweet Bobby ; King Frank and the Knights of the Eco-quest,Was All a Dream,0,The week,0,0,The week in audio: Sweet Bobby; King Frank and the Knights of the Eco-quest; It Was All a Dream
5087,0,0,0,0,0,with audacious flick over defender and volley – video .,Leatherhead FC player scores with audacious flick over defender and volley – video
5088,Aun San Suu Kyi,sentenced to four years for walkie - talkie and Covid rule breaches,0,0,Aun San Suu Kyi,walkie - talkie and Covid rule breaches,Aun San Suu Kyi sentenced to four years in prison for walkie-talkie and Covid rule breaches
5089,0,0,0,0,0,Mixed messages for political leaders from election bellwether town of,Mixed messages for political leaders from election bellwether town of Swindon
5090,I,wanted to play the polar opposite,Baldrick,0,I,the polar opposite of Baldrick ’ – Tony Robinson on,I wanted to play the polar opposite of Baldrick’ – Tony Robinson on making Maid Marian and Her Merry Men
5091,0,0,0,0,0,"in Japanese medical school entrance exams , years after testing","Women outperform men in Japanese medical school entrance exams, years after testing scandal"
5092,Former UFC heavyweight champ Cain Velasquez,arrested on attempted murder charge,0,0,Former UFC heavyweight champ Cain Velasquez,Former UFC heavyweight champ Cain Velasquez arrested on attempted murder,Former UFC heavyweight champ Cain Velasquez arrested on attempted murder charge
5093,Kyrsten Sinema,blocks filibuster reform,0,0,Biden,Biden continues fight ’ for voting rights – video,Kyrsten Sinema blocks filibuster reform as Biden continues fight’ for voting rights – video
5094,League One Morecambe in FA Cup second round,.,0,0,0,Seventh - tier Buxton host League One Morecambe in FA,Seventh-tier Buxton host League One Morecambe in FA Cup second round
5095,UK,doubles number of missiles sent to Ukraine ahead of Nato summit,0,0,UK,Ukraine ahead of Nato summit .,UK doubles number of missiles sent to Ukraine ahead of Nato summit
5096,a Covid test cost,around the world,0,0,0,How much does a Covid test cost around the world,How much does a Covid test cost around the world?
5097,0,0,0,0,0,in extra time as leaders warn of the deadly cost,Cop26 in extra time as leaders warn of the deadly cost of failure
5098,Wigan ’s Jake Bibby,breaks deadlock to squash Hull,0,0,Wigan ’s Jake Bibby,0,Wigan’s Jake Bibby breaks deadlock to squash Hull FC’s play-off hopes
5099,0,0,Garden,0,0,– fascinating study of a billionaire ’s destructive folly .,Taming the Garden review – fascinating study of a billionaire’s destructive folly
5100,Kremlin,mulls Nuremberg - style trials,0,0,Kremlin,0,Kremlin mulls Nuremberg-style trials based on second world war tribunals
5101,union victory the Fed,must stop tipping the scales,0,0,0,bosses | Robert Reich,After Amazon workers’ union victory the Fed must stop tipping the scales for bosses | Robert Reich
5102,0,0,0,0,0,0,The Humans review – no-frills update of a Tony-winning play
5103,Lula challenge to Bolsonaro,finds welcome in Europe,Europe,0,0,Un grand monsieur ’ : Lula challenge to Bolsonaro finds,Un grand monsieur’: Lula challenge to Bolsonaro finds welcome in Europe
5104,Claims that overwork killed China tech worker,reignites 996,0,0,0,0,Claims that overwork killed China tech worker reignites 996’ debate
5105,Madonna,criticises Instagram for taking down nipple photo,0,0,0,taking down nipple photo,Madonna criticises Instagram for taking down nipple photo
5106,Havana explosion,:,Havana,0,0,powerful blast damages hotel in Cuban capital .,Havana explosion: powerful blast damages hotel in Cuban capital
5107,Harry Kane ’s penalty,sinks Burnley and boosts Tottenham ’s,0,0,0,0,Harry Kane’s penalty sinks Burnley and boosts Tottenham’s top-four hopes
5108,0,0,0,0,0,0,COP15: is 2022 the year we save biodiversity?
5109,UK parents,locked out of work due to rising childcare fees,0,0,UK parents,0,UK parents locked out of work due to rising childcare fees – survey
5110,She,dreams of competing outside Pakistan,0,0,0,competing outside Pakistan but it ’s hopeless ’ .,Women behind the lens: She dreams of competing outside Pakistan but it’s hopeless’
5111,Phil ’s formula tattoo,is still a talking point | Brief letters,0,0,0,is still a talking point | Brief letters .,Phil’s formula tattoo is still a talking point | Brief letters
5112,I,moved in,0,0,0,bed twice a week | Ask Annalisa Barbieri .,"Since I moved in, my boyfriend will only sleep in our bed twice a week | Ask Annalisa Barbieri"
5113,Lego,sued over leather jacket,0,0,Lego,0,Lego sued over leather jacket worn by toy Antoni in Queer Eye set
5114,his love,for digestive biscuits,0,this weeks,you,", @gracedent hosts special guest @rufuswainwright , who shared his","In this weeks , @gracedent hosts special guest @rufuswainwright, who shared his love for digestive biscuits with blue cheese ...

What do you think – rate or slate?

Listen wherever you get your podcasts 🎧"
5115,0,0,0,0,0,global leaders begin talks – in pictures .,Cop26: global leaders begin talks – in pictures
5116,Brisbane ’s,CBD,0,0,0,affected false start .,Signs of life in Brisbane’s CBD after flood-affected false start
5117,the Oxford Union,created today ’s ruling political class,0,today,0,ruling political class .,A nursery of the Commons’: how the Oxford Union created today’s ruling political class
5118,0,0,0,0,0,Festive shrinkflation : tricks chocolate makers use to make us,Festive shrinkflation: tricks chocolate makers use to make us pay more
5119,The Guardian view,on the Conservatives,0,0,0,0,The Guardian view on the Conservatives: a party without a project | Editorial
5120,Toothless Wolves,scrape draw with Norwich thanks to Rayan Aït - Nouri,0,0,Toothless Wolves,Toothless Wolves scrape draw with Norwich thanks to Rayan Aït,Toothless Wolves scrape draw with Norwich thanks to Rayan Aït-Nouri
5121,0,0,0,0,NSW Covid cases,state eases restrictions,"NSW Covid cases predicted to hit 25,000 a day as state eases restrictions"
5122,0,0,0,0,NHS,care homes stop taking patients from hospitals,NHS faces beds crisis as care homes stop taking patients from hospitals
5123,Labour,announces review of business startup funding,0,0,0,0,Labour announces review of business startup funding
5124,Vinette Robinson,:,0,0,0,The collective effort was magic – I ’ve never felt,Vinette Robinson: The collective effort was magic – I’ve never felt that on a set’
5125,She,Loves Me,0,0,She,a festive musical in tune with our times .,She Loves Me review – a festive musical in tune with our times
5126,Manchester City,miss gears,City,0,0,0,Manchester City miss gears but Silva and De Bruyne finish off Burnley
5127,Trump to testify in lawsuit by protesters who say guard,assaulted them in 2015,0,0,0,0,Trump to testify in lawsuit by protesters who say guard assaulted them in 2015
5128,0,0,0,0,0,Broken colour in Constable country | Letter .,Broken colour in Constable country | Letter
5129,IMF,warns,0,0,0,Coronavirus live news : Great vaccination divide ’ hinders global,"Coronavirus live news: Great vaccination divide’ hinders global recovery, IMF warns"
5130,"Guardian front page , Tuesday 5 October 2021",:,0,Tuesday 5 October 2021,0,"Guardian front page , Tuesday 5 October 2021 : Pandora","Guardian front page, Tuesday 5 October 2021: Pandora Papers – Tories under pressure to return donations"
5131,UK,must be prepared for winter Covid wave to warn,0,0,UK,0,"UK must be prepared for winter Covid wave, Boris Johnson to warn"
5132,Rishi Sunak,announces one - off £ 200 discount,0,0,Rishi Sunak,0,Energy bills: Rishi Sunak announces one-off £200 discount to households – video
5133,0,0,0,0,a player,been older than both managers in a football match ?,Has a player been older than both managers in a football match? | The Knowledge
5134,Martin Rowson on the delay of the Sue Gray report into Downing Street party,claims – cartoon,Sue,0,0,0,Martin Rowson on the delay of the Sue Gray report into Downing Street party claims – cartoon
5135,The Nationals,wo n’t support a much tougher 2030 emissions target,0,0,The Nationals,"wo n’t support a much tougher 2030 emissions target ,","The Nationals won’t support a much tougher 2030 emissions target, Barnaby Joyce says"
