,who,what,where,when,why,how,text
689,daughter,studied English at Oxford University,0,Monday,she,"died suddenly and peacefully in hospital on Monday , here","🔴The daughter of the barrister Sir James Fawcett, she studied English at Oxford University

Read more on Charlotte Wahl, who died suddenly and peacefully in hospital on Monday, here ⬇️"
690,Marine Le Pen on Thursday,confirmed she,0,Thursday,she,a professional cat breeder The French far - Right leader,"🐱Marine Le Pen on Thursday confirmed she had passed a diploma to become a professional  cat breeder 

The French far-Right leader denied the move was to prepare an escape route from politics"
691,Taylor Swift,is the woman,0,0,Taylor Swift,"about male entitlement and dominance , Taylor Swift is the","💪 As arguments rage in the music world about male entitlement and dominance, Taylor Swift is the woman that the record industry needs right now"
692,The hospital,was the target,0,0,0,0,"🔴The hospital was the target, Assistant Chief Constable Russ Jackson from Counter Terrorism North West said"
693,he,quits as Labour leader,0,0,he,The Russian ambassador to Poland being doused in red paint,"Listen to this evenings Two-Minute Briefing from @TheChrisPrice:
-Who could replace Sir Keir Starmer if he quits as Labour leader
-The Russian ambassador to Poland being doused in red paint
-@michaelhogan on why Its A Sin flopped at the Baftas
Subscribe👇"
694,The safety of plane passengers,could be at risk because pilots,0,0,"because pilots who did not work during lockdown are out of practice , air accident investigators have warned .",pilots who did not work during lockdown are out of,"✈️ The safety of plane passengers could be at risk because pilots who did not work during lockdown are out of practice, air accident investigators have warned"
695,Prince Andrews accuser,made with Jeffrey Epstein,0,0,Prince Andrews accuser,"not explicitly rule out legal action against the royal ,","A deal that Prince Andrews accuser made with Jeffrey Epstein does not explicitly rule out legal action against the royal, The Telegraph understands."
696,The CMA,has been meeting rivals,0,0,The CMA,is unclear if the regulator plans to take further steps,"The CMA has been meeting rivals to the Seattle behemoth to solicit concerns about its behaviour.
Such talks can be a precursor to market reviews or investigations, although it is unclear if the regulator plans to take further steps.

Read the full story 👇"
697,0,0,0,0,0,a major study suggests .,"Taking hormone replacement therapy during the menopause does not increase the risk of dementia, a major study suggests.

However, staying on such treatments long-term was found to be linked to a slight increase in Alzheimer’s"
698,"the start of Russias invasion , President Volodymyr Zelensky",has told Canadas parliament,0,0,Almost 100 Ukrainian children,🔴 Almost 100 Ukrainian children have died since the start,"🔴 Almost 100 Ukrainian children have died since the start of Russias invasion, President Volodymyr Zelensky has told Canadas parliament in a video address"
699,0,0,0,0,0,on expensive airport food thanks to baggage rules .,🔴Announcement by TUI could see holidaymakers having to splash out on expensive airport food thanks to baggage rules
700,Mike Warburton,could beat the cost,0,0,the Chancellor,0,Mike Warburton on how the Chancellor could beat the cost of living crisis in his Spring Statement 👇
701,The next PM,will be someone,0,0,We,The next PM will be someone stupendously boring .,"✍️ The next PM will be someone stupendously boring. We know this for a very simple reason: it’s someone boring’s turn, writes @MichaelPDeacon"
702,0,0,0,0,0,The latest from Berlin from our correspondent @JamesERothwell 👇 .,🔴 The latest from Berlin from our correspondent @JamesERothwell 👇
703,The Queen,has held an audience,0,0,she,she recovers from her bout of Covid - 19,"The Queen has held an audience with the Prime Minister on the telephone, as she recovers from her bout of Covid-19"
704,The institutions,will now be investigated by the Office,0,0,0,the higher education watchdog for offering poor quality degrees .,"🎓 Eight universities are under investigation by the higher education watchdog for offering poor quality degrees.

The institutions will now be investigated by the Office for Students"
705,Putin,will simply have re-booted the Cold War,Crimea,0,Putin,will simply have re-booted the Cold War only to find,"Putin will simply have re-booted the Cold War only to find himself losing it. 

 Ukraine will be a turbulent, truculent conquest, and he cannot expect this to re-legitimise his regime like Crimea"
706,The BBC,has received 925 complaints,0,0,The BBC,"the controversial documentary The Princes and the Press , which","The BBC has received 925 complaints about the controversial documentary  The Princes and the Press , which led to it falling out with the palace"
707,The MI6 officer,sent to extract a confession,0,0,The MI6 officer,from double agent Kim Philby was himself compromised and vulnerable,"⚫ The MI6 officer sent to extract a confession from double agent Kim Philby was himself compromised and vulnerable to Russian blackmail, it has emerged"
708,we,should really put our energy and efforts,0,0,we,Instead of these debates about whether there are fifty,"🗣️ Poland’s Minister for State Assets:

 Instead of these debates about whether there are fifty or eighty genders which is simply opposite to biology, we should really put our energy and efforts into protecting Ukrainian lives"
709,items,ending up in landfill,0,0,I,"the throwaway gimmicks , the plastic tat , the non-recyclable","🎁  It’s the presents I hate – the throwaway gimmicks, the plastic tat, the non-recyclable packaging, the probability of unwanted items, and the likelihood of them ending up in landfill"
710,Apple and Google on Friday,removed Alexei Navalny ’s,0,Friday,0,their online stores in Russia .,Apple and Google on Friday removed Alexei Navalny’s app from their online stores in Russia
711,0,0,0,0,0,old retired midwife .,"🍰This year’s contestants represent one of the broadest age ranges in recent years, from a 19-year-old university student to a 70-year-old retired midwife"
712,"Alzheimers patient deaths increased by more than a quarter in the first year of the Covid - 19 pandemic , a major study",has found,0,0,0,Alzheimers patient deaths increased by more than a quarter in,"Alzheimers patient deaths increased by more than a quarter in the first year of the Covid-19 pandemic, a major study has found"
713,0,0,0,0,microplastics,0,How to stop microplastics getting into your body
714,0,0,0,0,researchers,A recent study by researchers affiliated with the Max Planck,🧠A recent study by researchers affiliated with the Max Planck Institute for Demographic Research in Germany found that postponing retirement was protective against cognitive decline
715,Some staff,found their keycards,0,0,0,staff even found their keycards inactive .,"📱Inside Facebook, everything went dark. 

Emails were not received. 

Some staff even found their keycards inactive.

Get the inside story from @jamestitcomb ⬇️"
716,the UK,became the first country,0,0,the UK,💉 Almost a year since the UK became the first,"💉Almost a year since the UK became the first country in the world to approve a clinically-tested Covid jab, cracks are starting to show.

A complex patchwork of vaccine rules have created no end of confusion

Thread 🧵👇"
717,The Queen,has spoken of how Covid leaves,0,0,she,how Covid leaves one very tired and exhausted in a,"👑 The Queen has spoken of how Covid leaves  one very tired and exhausted  in a video call with NHS staff and former patients, where she reflected on the impact that  this horrible pandemic  has had."
