,who,text
5268,the Chinese Communist Party,"It would be a grim irony if the Chinese Communist Party rescues Europe from an energy shock this year by shovelling wagons of coal from the mines of Shanxi and Inner Mongolia, trashing the planet in the process I Writes Ambrose Evans-Pritchard"
5269,Its,"Its time for The Telegraph weekly news quiz! 🙌 ✅❎

Warm-up time... Which south London district could be at risk of losing its name?

Join in 👇"
5270,0,"👑When it came to honouring one of Britain’s leading Royal Warrant Holders, nothing was going to stand in the Queen’s way"
5271,Russia,"🔴Russia appears to have lost more troops than Ukraine so far in the war, and has killed more civilians than Ukrainian soldiers, initial data suggests.

Look at which cities and towns have the highest death tolls reported so far👇"
5272,60 per cent of victims,🔴The Justice Secretary had said it was  appalling  that 60 per cent of victims did not report their crimes and a third dropped out of prosecutions
5273,sheltering civilians in the flattened Ukrainian city of Mariupol,"🔴 Some 300 people are now believed to have died in Russia’s bombing of a theatre sheltering civilians in the flattened Ukrainian city of Mariupol

Read more"
5274,North Korea,🎥North Korea has launched its  largest intercontinental ballistic missile test ever  and released a bizarre slow-motion video to show it featuring Kim Jong-un clad in a black bomber jacket and sunglasses
5275,0,🎥Mariupol drive-by shows extent of damage after month of conflict
5276,"Al - Arafat Hassan , 19 , and a 15 - year - old boy","Al-Arafat Hassan, 19, and a 15-year-old boy are each charged with a single count of preparation of terrorist acts"
5277,0,"📈 Banks have rushed to pass on higher borrowing costs to homeowners, in some cases increasing the cost of loans by double the rise in the Bank Rate announced by the Bank of England last week"
5278,NEW,"🔴 NEW: At least 300’ dead in Mariupol theatre bombing.

Follow all the latest updates on our liveblog here 👇"
5279,Johnson,🔴Johnson on Thursday said he had nothing against the people of Russia after the Kremlin branded him the  most active anti-Russian leader  for his opposition to Vladimir Putin’s war in Ukraine
5280,The northern Ukrainian city of Chernihiv,"➡️The northern Ukrainian city of Chernihiv has in effect been cut off by Russian forces, the regional governor has said.

Around 150,000 people are stuck in the city with scarce supplies after Russia cut them off Kyiv"
5281,the oligarchs,"🚢While the oligarchs are losing an asset, the crews, engineers and wider community who keep the vessels running risk being left all at sea"
5282,the full article,Read the full article from @mounth ⤵️
5283,umbilical link between the monarchy and the Commonwealth,"It is possible to maintain that umbilical link between the monarchy and the Commonwealth, writes @mounth 

➡️But few would argue against a need for the monarch and their advisers to establish a modern and delicate balancing act – to maintain the Commonwealth as a club of equals"
5284,the Commonwealth,"🗣️  Once the Queen is gone, I suspect the Commonwealth will be finished. This Caribbean tour seemed patronising and outdated. Kate and William dancing and drum-beating was excruciating  says royal biographer Anna Pasternak"
5285,the monarchy,"👑Is the monarchy rapidly becoming an anachronism in the Caribbean and elsewhere in the Commonwealth? 

And will the Commonwealth itself soon be a thing of the past – not just when the Queen sadly goes but even before that?"
5286,Prince William,"Prince William did his best to fend off anti-colonialist attacks in his Jamaica speech, expressing his  profound sorrow  for slavery which  should never have happened .

❓But was it too little too late?"
5287,the Cambridges,"🇯🇲Then, when the Cambridges got to Jamaica, Prime Minister Andrew Holness made it plain that the country’s true ambitions are  as an independent, developed, prosperous country"
5288,The royals ’ visit,"The royals’ visit coincided with a swelling wave of republicanism in the Caribbean. 

🇧🇿 First, farmers in Belize, protesting about land rights, stopped the couple’s first appointment"
5289,The optics of the royal tour of the Caribbean,"The optics of the royal tour of the Caribbean have not been great, writes @mounth 

📷The Duke and Duchess of Cambridge looked more than a little awkward as they  shook their waists like nobody’s business  and played the drums in Belize and Jamaica"
5290,the Caribbean,"👑 Is it too late to save the Commonwealth?, asks @mounth 

The Cambridges’ slightly awkward reception in the Caribbean illustrates how much perception of the Monarchy has changed

Thread 👇🧵"
5291,Grant Shapps,🔴Grant Shapps has said that he has arranged to take in a family of Ukrainian refugees who contacted him on Facebook
5292,The Telegraph,"🔴Through social media, The Telegraph contacted some of the remaining Mariupol residents who have either left in recent days or remain trapped. 

One claimed they had been forced to eat a stray dog to stave off hunger

Read this piece in full here👇"
5293,The US and EU,➡️The US and EU announced a task force Friday aimed at reducing Europes reliance on Russian fossil fuels in the face of Moscows war on Ukraine
5294,0,"🔴Russian shelling hit a clinic that was acting as a centre for humanitarian aid in the eastern city of Kharkiv, killing four people, the regional police has said"
5295,Most workers,💰Most workers will pay more on their earnings despite Chancellors tax cut promises
5296,The likes of Robbie Williams and Deep Purple,The likes of Robbie Williams and Deep Purple were once paid a fortune to entertain Russias elite
5297,0,Here is the Ukraine morning briefing👇
5298,Joe Bidens chemical weapons,"Friday morning UK news briefing from @DannyBoyle87:

🔴Joe Bidens chemical weapons warning
🔴Chancellor branded a fiscal illusionist
🔴Can anyone save the Commonwealth?"
5299,Ukraine,"Ukraine morning briefing:
1⃣Two missile strikes hit Ukrainian military unit
2⃣Ukraine is reoccupying defensive positions 
3⃣Hundreds of thousands forcibly removed to Russia 
4⃣Gas shipments to help wean Europe off Russian energy"
5300,NEW,"🔴 NEW:  Brazen’ P&amp;O boss should quit, says Grant Shapps

Follow all the latest updates on @telebusinesss 
liveblog here 👇"
5301,UN alarm,"🔴 NEW: Shelling of Chernobyl nuclear plant staff sparks UN alarm

Follow all the latest updates on our liveblog here 👇"
5302,Biden,➡️Biden will travel to a town near the Polish-Ukrainian border on today as solidarity is tested
5303,Britain,"🇬🇧Britain will double its troops in Eastern Europe and send a new deployment to Bulgaria, after Nato leaders on Thursday agreed to strengthen the alliance’s eastern flank against Russian aggression.

Read more 👇"
5304,0,"🔴Russian forces fired two missiles late on Thursday at a Ukrainian military unit on the outskirts of Dnipro, regional emergency services said"
5305,0,"🔴Technology embedded in camera phones and iPads was used to create highly detailed 3D copies of the 2,500 year old sculptures"
5306,The former ITV and Channel 4 chief,The former ITV and Channel 4 chief has branded the £159 licence fee a  regressive tax
5307,The Prime Minister,The Prime Minister has said he  of course  welcomes tough questions over his involvement in the  partygate  saga.
5308,The first new insecticide for 40 years,"The first new insecticide for 40 years causes a mosquito’s wing to spasm, leaving the insect unable to move, fly – or bite humans"
