,who,text
5401,Emma Raducanu,Emma Raducanu withdraws Melbourne Summer Set after Covid-19 isolation
5402,0,"Newborn tiger cubs, tasty tree treats and frozen fishing - here are some of the stories you may have missed this week 🐯🌲❄️"
5403,Anti-apartheid campaigner,Desmond Tutu funeral: Anti-apartheid campaigner remembered in Cape Town
5404,0,Three ways to be more rational this year
5405,Rogel Aguilera - Mederos,Rogel Aguilera-Mederos: Colorado truck driver's sentence cut by 100 years
5406,families in her neighbourhood,Woman says families in her neighbourhood lost everything in Colorado wildfires
5407,0,"Obituary: Betty White, the Golden Girl with a heart of gold"
5408,California 's fierce fires,California's fierce fires threaten to ravage ancient sequoia forests
5409,0,Celebrations have taken place around the world to welcome 2022
5410,0,At least 12 dead in New Year temple stampede in India
5411,0,"After Desmond Tutu, a time for new South African heroes"
5412,0,Colorado: Residents return following devastating fire
5413,0,Why Chinese stand-up comedians are turning to English
5414,Two recognised in Guernsey,New Year Honours 2022: Two recognised in Guernsey
5415,Biden,Betty White: Biden leads tributes for Golden Girls actress
5416,88 percent effective against hospital treatment with Omicron,Covid booster 88 percent  effective against hospital treatment with Omicron
5417,Firework,New Year's Eve: Firework displays welcome 2022
5418,Ghislaine Maxwell,Ghislaine Maxwell: Rape survivor describes 'locking eyes' with Maxwell in court
5419,UK medicines regulator,UK medicines regulator approves new Covid antiviral Paxlovid
5420,0,Fireworks and live music as Hong Kong welcomes in 2022
5421,0,Jeffrey Epstein: Charges dropped against prison guards who falsified records
5422,0,The 'heartbreakingly beautiful' art of Laurie Anderson
5423,0,Covid-19: WHO chief optimistic disease will be beaten in 2022
5424,0,New Guernsey school measures to prevent Omicron spread
5425,India Covid cases,Omicron: Third wave looms as India Covid cases spike
5426,0,Colorado wildfires: News crew escapes fast-spreading flames
5427,0,The teenagers suing 33 countries over inaction against climate change
5428,New Year,"Happy New Year!

Auckland, New Zealand welcomes in 2022 with a light show projected over the city's Harbour Bridge and Sky Tower"
5429,Drone,Cape Verde: Drone delivers medical supplies to remote islands
5430,Desmond Tutu 's body,Desmond Tutu's body lies in state in his old cathedral
5431,India,2021 viral videos: The social media moments India celebrated
5432,Teva Pharmaceuticals,Teva Pharmaceuticals found liable in New York opioid trial
5433,0,Woman isolates in toilet for five hours after positive mid-flight test
5434,Africa Cup of Nations : Tournament,"Africa Cup of Nations: Tournament is being 'disrespected', says former England striker Ian Wright"
5435,0,Desmond Tutu: Mourners queue to pay respects as body lies in state
5436,0,Bangladesh: Women-only beach scrapped after social media outcry
5437,Africa 's year in pictures 2021,Africa's year in pictures 2021: Giggles and coronations
5438,Putin,Ukraine tensions: Putin tells Biden new sanctions could rupture ties
5439,CDC,"Avoid cruises even if vaccinated, CDC tells Americans"
5440,Ministers,Jersey: Ministers cut Covid isolation period to seven days
5441,Russia,Russia labels Pussy Riot members foreign agents
5442,Covid - 19,Covid-19: Irish people told to avoid New Year's parties
5443,Virginia Confederate monuments likely,Virginia Confederate monuments likely headed to black history museum
5444,0,The teenagers suing 33 countries to tackle climate change
5445,Ghislaine Maxwell 's victims,Ghislaine Maxwell's victims speak of relief after guilty verdict
5446,A $ 10bn glittering space jewel,A $10bn glittering space jewel begins its mission
5447,Epstein victims,"No one is above the law

Epstein victims react to verdict"
5448,Ghislaine Maxwell 's,What next after Ghislaine Maxwell's guilty verdict?
5449,Covid and climate misinformation and ' fake news ' spread in 2021,How Covid and climate misinformation and 'fake news' spread in 2021
5450,Covid and climate misinformation spread in 2021,How Covid and climate misinformation spread in 2021
5451,0,How accusers' testimony brought Ghislaine Maxwell down
5452,Tiger,Tiger shot dead at Naples Zoo in Florida after biting cleaner's arm
5453,0,What went wrong with vaccinating the world?
5454,Religious and political leaders,Religious and political leaders pay tribute to Desmond Tutu in Cape Town
5455,Ghislaine Maxwell 's lawyers to appeal guilty verdict,Ghislaine Maxwell's lawyers to appeal guilty verdict
5456,Ghislaine Maxwell,Ghislaine Maxwell: How accusers' testimony brought her down
5457,Protesters set Old Parliament House in Canberra on fire,Australia: Protesters set Old Parliament House in Canberra on fire
5458,0,A new way of farming in dry climates?
5459,China ride - hailing giant Didi,China ride-hailing giant Didi sees losses deepen after crackdown
5460,From ' Ethiopia 's Elvis ' to mega pastors,Notable African deaths of 2021: From 'Ethiopia's Elvis' to mega pastors
5461,The teenagers suing 33 countries,COP 26: The teenagers suing 33 countries
5462,Elon Musk,Elon Musk rejects claims that his satellites are hogging space
5463,Recycling the ' unrecyclable ',Recycling the 'unrecyclable': How are hair salons going green?
5464,Sun shield deployment,James Webb telescope: Sun shield deployment is critical
5465,0,Critics decry JK Rowling's absence in Potter reunion
5466,0,What does future warfare look like? It's here already
5467,Alaska ' Icemageddon ' warning,Alaska 'Icemageddon' warning follows heat record
5468,0,Ukraine tensions: Biden and Putin phone call seeks 'diplomatic path'
5469,Jersey,Jersey records 1300 new Covid cases since Christmas Eve
5470,Public shaming returns amid Covid,Public shaming returns amid Covid fears in China
5471,special reuniting members of the Harry Potter,"TV special reuniting members of the Harry Potter cast receives mixed reviews from critics, with many noting the absence of author JK Rowling"
5472,0,More companies cancel in-person appearances at major consumer technology trade show CES 2022
5473,Police in southern China,Police in southern China caught on camera parading alleged offenders through streets in public shaming exercise
5474,"Three die after memorial candle , lit in memory of a patient ,","Three die after memorial candle, lit in memory of a patient, sets fire to hospital ward"
5475,"Kakwenza Rukirabashaija , the author of The Greedy Barbarian ,","Kakwenza Rukirabashaija, the author of The Greedy Barbarian, has been detained his lawyer says

The award-winning writer recently described the Ugandan president's son as obese on Twitter"
5476,Hong Kong 's Stand News independent website,Hong Kong's Stand News independent website shuts down after raid
5477,US teen Valentina Orellana - Peralta ',US teen Valentina Orellana-Peralta 'died in mother's arms' after being hit by a stray police bullet in Los Angeles
5478,Indonesia,Indonesia lifts ban on Boeing 737 Max after 2018 Lion Air crash
5479,Novak Djokovic,Novak Djokovic withdraws from ATP Cup amid Australian Open uncertainty
5480,"Goalkeepers off the hook for England 's football ' penalty curse ' , German researchers","Goalkeepers off the hook for England's football 'penalty curse', German researchers suggest"
5481,0,The children fighting to learn in Venezuela
5482,Miami Dolphins,Miami Dolphins celebrate seventh straight win with victory over New Orleans Saints
5483,"Hugo Maradona , Diego Maradona 's younger brother ,","Hugo Maradona, Diego Maradona's younger brother, dies aged 52"
5484,Riot Games,Riot Games to pay $100m in gender discrimination case
5485,the progress,Is the progress made at the COP26 Glasgow climate summit already in jeopardy because of challenges in the year ahead?
5486,Fist fight in Jordan 's parliament,Fist fight in Jordan's parliament caught on live stream
5487,Snorkeller,Snorkeller rescues newlywed's ring
5488,0,Appeal to identify scientific curiosities of the past
5489,Indonesia,Indonesia lifts ban on Boeing 737 Max plane
5490,Jordan MPs,Jordan MPs fighting in parliament session live-streamed on local television
5491,Seal Team Six 's legendary founder,Richard Marcinko: Seal Team Six's legendary founder dies at 81
5492,Royal Mint,Royal Mint releases new coins for Queen's Jubilee
5493,0,How invisible barcodes could increase plastic recycling
5494,Alexa,Alexa tells 10-year-old girl to touch live plug with penny
5495,0,Police arrest six from HK independent news outlet for conspiracy to publish seditious publications
5496,0,Fighting to learn in Venezuela
5497,Mauritius,Why Mauritius is losing its seashells
5498,Legendary NFL coach and commentator,John Madden: Legendary NFL coach and commentator dies at 85
5499,Virginia workers open civil war era time capsule,Robert E. Lee: Virginia workers open civil war era time capsule
5500,Israel,"Israel tries to contain avian flu outbreak after 5,000 wild cranes die"
5501,The daughter of Archbishop Desmond Tutu,The daughter of Archbishop Desmond Tutu remembers her father as a hugger who was so open with the fact that he loved us
5502,0,Egyptian pharaoh's mummy digitally 'unwrapped' for first time
5503,Riot Games,Riot Games to pay $100m in discrimination case
5504,0,Myanmar: Save the Children says army attack killed staff
5505,France,France shuts mosque in Beauvais after imam accused of inciting hatred and violence
5506,The Children in Kabul working to support their families as the Afghan economy,The Children in Kabul working to support their families as the Afghan economy collapses
5507,Austria 's Innsbruck airport,Austria's Innsbruck airport denies 110 Britons entry over new Covid rules
5508,0,"Children of parents who smoke are four times more likely to take up habit, study says"
5509,Secret Irish papers,Secret Irish papers reveal scepticism on Troubles decommissioning
5510,A Sydney lab,"A Sydney lab told hundreds of people they did not have Covid, when they in fact had tested positive"
